field_loss,acoustic_loss,temperature_loss,smoothness_loss,physics_residual_loss,epoch,training_mode,mean_epoch_loss,total_loss
0.0,0.23113131104037166,374.13096618652344,0.05797101433078448,0.0,1.0,normal,37.46222178141276,37.46222178141276
0.0,0.3000272661447525,247.09254201253256,0.05797101557254791,0.0,2.0,normal,24.772159576416016,24.772159576416016
0.0,0.07858894641200702,242.67667134602866,0.05797101433078448,0.0,3.0,normal,24.286284764607746,24.286284764607746
0.0,0.1459213507672151,232.6150665283203,0.05797101557254791,0.0,4.0,normal,23.293589909871418,23.293589909871418
0.0,0.05172026436775923,234.59062703450522,0.05797101557254791,0.0,5.0,normal,23.47230625152588,23.47230625152588
0.0,0.06600639534493287,381.9099426269531,0.05797101557254791,0.0,6.0,normal,38.2070951461792,38.2070951461792
0.0,0.041423781464497246,229.57810974121094,0.05797101557254791,0.0,7.0,normal,22.968995094299316,22.968995094299316
0.0,0.03679354923466841,244.70647176106772,0.05797101557254791,0.0,8.0,normal,24.48090585072835,24.48090585072835
0.0,0.03411061316728592,224.46207173665366,0.05797101557254791,0.0,9.0,normal,22.455929120381672,22.455929120381672
0.0,0.02312377483273546,230.47059885660806,0.05797101557254791,0.0,10.0,normal,23.05458386739095,23.05458386739095
0.0,0.03008138636747996,234.82500712076822,0.05797101557254791,0.0,11.0,normal,23.49141565958659,23.49141565958659
0.0,0.010745975965013107,245.92632548014322,0.05797101557254791,0.0,12.0,normal,24.597681045532227,24.597681045532227
0.0,0.020740388582150143,281.7566630045573,0.05797101557254791,0.0,13.0,normal,28.182714462280273,28.182714462280273
0.0,0.005894981635113557,274.3334096272786,0.05797101557254791,0.0,14.0,normal,27.437419255574543,27.437419255574543
0.0,0.012066037626937032,236.46151224772134,0.05797101557254791,0.0,15.0,normal,23.65146319071452,23.65146319071452
0.0,0.00609674410467657,228.61197408040366,0.05797101557254791,0.0,16.0,normal,22.865315755208332,22.865315755208332
0.0,0.005094132754796495,205.39908599853516,0.05797101557254791,0.0,17.0,normal,20.543826421101887,20.543826421101887
0.0,0.004808498468870918,232.35724894205728,0.05797101557254791,0.0,18.0,normal,23.239585876464844,23.239585876464844
0.0,0.003776553669013083,224.1471201578776,0.05797101557254791,0.0,19.0,normal,22.41836643218994,22.41836643218994
0.0,0.0036196699754024544,259.8420817057292,0.05797101557254791,0.0,20.0,normal,25.987831751505535,25.987831751505535
0.0,0.002866142177178214,359.6349792480469,0.05797101557254791,0.0,21.0,normal,35.966972986857094,35.966972986857094
0.0,0.003428988507948816,212.50778198242188,0.05797101557254791,0.0,22.0,normal,21.25436242421468,21.25436242421468
0.0,0.006497593499564876,226.7767791748047,0.05797101557254791,0.0,23.0,normal,22.681876182556152,22.681876182556152
0.0,0.004517516897370418,213.36199696858725,0.05797101557254791,0.0,24.0,normal,21.34000253677368,21.34000253677368
0.0,0.002822454688915362,207.55320485432944,0.05797101557254791,0.0,25.0,normal,20.758784612019856,20.758784612019856
0.0,0.003554992435965687,220.22350311279297,0.05797101557254791,0.0,26.0,normal,22.02596092224121,22.02596092224121
