7.5889e-13,42.356
2.0001e-08,43.156
4e-08,43.941
6e-08,43.941
8e-08,44.756
1e-07,43.141
1.2e-07,42.341
1.4e-07,40.756
1.6e-07,37.556
1.8e-07,35.141
2e-07,33.556
2.2e-07,31.941
2.4e-07,31.141
2.6e-07,29.556
2.8e-07,28.741
3e-07,28.741
3.2e-07,27.956
3.4e-07,27.141
3.6e-07,31.156
3.8e-07,32.741
4e-07,36.741
4.2e-07,40.741
4.4e-07,42.341
4.6e-07,43.141
4.8e-07,44.756
5e-07,44.741
5.2e-07,44.741
5.4e-07,44.741
5.6e-07,44.741
5.8e-07,43.956
6e-07,44.741
6.2e-07,43.941
6.4e-07,43.156
6.6e-07,43.956
6.8e-07,43.141
7e-07,43.956
7.2e-07,43.141
7.4e-07,43.156
7.6e-07,43.126
7.8e-07,43.156
8e-07,43.156
8.2e-07,43.156
8.4e-07,43.156
8.6e-07,43.156
8.8e-07,43.141
9e-07,43.141
9.2e-07,43.156
9.4e-07,43.141
9.6e-07,42.341
9.8e-07,42.341
1e-06,41.541
1.02e-06,42.356
1.04e-06,43.156
1.06e-06,43.126
1.08e-06,42.341
1.1e-06,42.341
1.12e-06,42.356
1.14e-06,42.341
1.16e-06,41.541
1.18e-06,41.556
1.2e-06,42.341
1.22e-06,41.541
1.24e-06,42.356
1.26e-06,42.356
1.28e-06,41.556
1.3e-06,41.556
1.32e-06,41.556
1.34e-06,41.556
1.36e-06,41.526
1.38e-06,41.541
1.4e-06,41.541
1.42e-06,41.541
1.44e-06,41.556
1.46e-06,41.556
1.48e-06,41.541
1.5e-06,41.556
1.52e-06,41.541
1.54e-06,41.556
1.56e-06,41.541
1.58e-06,41.526
1.6e-06,41.556
1.62e-06,41.541
1.64e-06,41.541
1.66e-06,41.541
1.68e-06,41.556
1.7e-06,41.541
1.72e-06,41.556
1.74e-06,41.556
1.76e-06,41.541
1.78e-06,41.556
1.8e-06,41.556
1.82e-06,41.541
1.84e-06,41.541
1.86e-06,40.741
1.88e-06,41.541
1.9e-06,40.756
1.92e-06,40.726
1.94e-06,40.726
1.96e-06,40.741
1.98e-06,41.541
2e-06,41.556
2.02e-06,41.556
2.04e-06,40.756
2.06e-06,41.526
2.08e-06,41.541
2.1e-06,40.756
2.12e-06,40.741
2.14e-06,41.541
2.16e-06,40.756
2.18e-06,39.956
2.2e-06,41.541
2.22e-06,39.956
2.24e-06,40.741
2.26e-06,41.541
2.28e-06,40.741
2.3e-06,39.956
2.32e-06,40.741
2.34e-06,40.741
2.36e-06,40.741
2.38e-06,39.941
2.4e-06,39.956
2.42e-06,40.756
2.44e-06,39.956
2.46e-06,40.756
2.48e-06,40.741
2.5e-06,40.756
2.52e-06,40.741
2.54e-06,39.956
2.56e-06,39.956
2.58e-06,39.941
2.6e-06,39.956
2.62e-06,39.941
2.64e-06,39.941
2.66e-06,39.956
2.68e-06,39.956
2.7e-06,39.956
2.72e-06,39.956
2.74e-06,39.956
2.76e-06,39.941
