sample_id,domain,dataset,material,physical_group,temperature_value,temperature_unit,temperature_semantics,channel,amplitude_unit,sample_count,dt_s,sampling_rate_hz,time_start_s,time_end_s,duration_s,mean,std,rms,peak_abs,peak_to_peak,energy_mean_square,crest_factor,skewness,kurtosis,zero_crossing_rate,peak_time_s,peak_time_fraction,dominant_frequency_hz,dominant_frequency_fraction,spectral_centroid_hz,spectral_centroid_fraction,spectral_bandwidth_hz,spectral_bandwidth_fraction,acquisition_batch,acquisition_date
wumu/case_0077_T0392p492K,simulation,wumu,wumu,wumu/case_0077_T0392p492K,392.492,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3344,5.980861244019132e-09,167200000.00000018,5.98086124401914e-09,2e-05,1.999401913875598e-05,-9.485078588412954,18817.085901666465,18817.08829222552,75233.60501943444,147923.74686996726,354082811.7974107,3.9981533726723284,0.0014804486644869547,6.308407399615892,0.032007179180376905,4.671052631578948e-06,0.2333233622494765,2800000.0000000033,0.03349282296650718,2525472.317449885,0.0302089990125584,286976.01016702846,0.003432727394342442,,
wumu/case_0078_T0393p694K,simulation,wumu,wumu,wumu/case_0078_T0393p694K,393.694,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3344,5.980861244019132e-09,167200000.00000018,5.98086124401914e-09,2e-05,1.999401913875598e-05,-9.381714488394119,18818.40414920181,18818.406487778466,75238.39725771162,147926.68074370155,354132422.7392627,3.998127966179011,0.001463946083426651,6.308590359254102,0.032007179180376905,4.671052631578948e-06,0.2333233622494765,2800000.0000000033,0.03349282296650718,2525477.420367403,0.03020906005224163,287172.0448238921,0.003435072306505883,,
wumu/case_0079_T0394p895K,simulation,wumu,wumu,wumu/case_0079_T0394p895K,394.895,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3344,5.980861244019132e-09,167200000.00000018,5.98086124401914e-09,2e-05,1.999401913875598e-05,-9.274910128141189,18819.72231913172,18819.724604605206,75241.99660849731,147927.26559417302,354182034.1931825,3.998039195009555,0.0014469014796724081,6.308773782201937,0.032007179180376905,4.671052631578948e-06,0.2333233622494765,2800000.0000000033,0.03349282296650718,2525482.647633067,0.030209122579342874,287371.9969462509,0.003437464078304433,,
wumu/case_0080_T0396p096K,simulation,wumu,wumu,wumu/case_0080_T0396p096K,396.096,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3343,5.982650314089117e-09,167150000.0000007,5.982650314089142e-09,2e-05,1.9994017349685913e-05,-9.164791066052498,18820.94771105574,18820.949942436207,75250.25274595183,147972.16038097383,354228156.73568946,3.99821757010695,0.001429338389061753,6.308971586698299,0.03201675643327349,4.6724498953036204e-06,0.23339317773788154,2800000.0000000116,0.03350284175889919,2525487.7542470954,0.030218220212349208,287571.98161670903,0.003440885212284868,,
wumu/case_0081_T0397p297K,simulation,wumu,wumu,wumu/case_0081_T0397p297K,397.297,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3343,5.982650314089117e-09,167150000.0000007,5.982650314089142e-09,2e-05,1.9994017349685913e-05,-9.051228972753053,18822.26570187568,18822.267878147723,75258.11552729897,147980.86028256503,354277768.07675153,3.9983553530588174,0.0014112301875915723,6.309155960951859,0.03201675643327349,4.6724498953036204e-06,0.23339317773788154,2800000.0000000116,0.03350284175889919,2525493.209263378,0.030218285483258958,287778.72239715746,0.0034433589278750378,,
wumu/case_0082_T0398p498K,simulation,wumu,wumu,wumu/case_0082_T0398p498K,398.498,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3343,5.982650314089117e-09,167150000.0000007,5.982650314089142e-09,2e-05,1.9994017349685913e-05,-8.93434520309419,18823.583599405134,18823.58571968471,75264.78520675315,147987.20904965937,354327379.3463182,3.9984297533729305,0.0013925998254303562,6.309340821041414,0.03201675643327349,4.6724498953036204e-06,0.23339317773788154,2800000.0000000116,0.03350284175889919,2525498.769196218,0.030218352009526862,287988.54957530176,0.0034458695731414968,,
wumu/case_0083_T0399p700K,simulation,wumu,wumu,wumu/case_0083_T0399p700K,399.7,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3343,5.982650314089117e-09,167150000.0000007,5.982650314089142e-09,2e-05,1.9994017349685913e-05,-8.814180697061534,18824.901401162486,18824.90346464679,75270.26057173577,147991.20491558555,354376990.4532708,3.9984407204580608,0.0013734541340600934,6.309526173920191,0.03201675643327349,4.6724498953036204e-06,0.23339317773788154,2800000.0000000116,0.03350284175889919,2525504.4272184903,0.030218419709464314,288201.1768912544,0.0034484137228986324,,
wumu/case_0084_T0400p901K,simulation,wumu,wumu,wumu/case_0084_T0400p901K,400.901,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3342,5.98444045481764e-09,167099999.99999538,5.984440454817475e-09,2e-05,1.9994015559545184e-05,-8.690893477392338,18826.126311067837,18826.128317099887,75269.96674440683,148020.9060851753,354423107.41191024,3.998164969269792,0.0013538213229015116,6.309725937530832,0.032026339419335526,4.6738479952124475e-06,0.23346303501945523,2799999.9999999227,0.03351286654697786,2525509.967612281,0.030227528038448245,288416.92857253674,0.003452027870407477,,
wumu/case_0085_T0402p102K,simulation,wumu,wumu,wumu/case_0085_T0402p102K,402.102,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3342,5.98444045481764e-09,167099999.99999538,5.984440454817475e-09,2e-05,1.9994015559545184e-05,-8.564303486656302,18827.443894316035,18827.445842198358,75279.71191264525,148033.03235656215,354472716.94091225,3.998402786209015,0.0013336674328947484,6.30991229109841,0.032026339419335526,4.6738479952124475e-06,0.23346303501945523,2799999.9999999227,0.03351286654697786,2525515.8013870567,0.03022759786220379,288634.2799688945,0.003454629323386026,,
wumu/case_0086_T0403p303K,simulation,wumu,wumu,wumu/case_0086_T0403p303K,403.303,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3342,5.98444045481764e-09,167099999.99999538,5.984440454817475e-09,2e-05,1.9994015559545184e-05,-8.434562897778301,18828.761370596356,18828.763259776595,75288.26263213888,148042.80376468544,354522325.8927129,3.998577155249239,0.001313019838539067,6.310099151946959,0.032026339419335526,4.6738479952124475e-06,0.23346303501945523,2799999.9999999227,0.03351286654697786,2525521.7124737594,0.03022766861129658,288853.5329322319,0.003457253535993296,,
wumu/case_0087_T0404p505K,simulation,wumu,wumu,wumu/case_0087_T0404p505K,404.505,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3342,5.98444045481764e-09,167099999.99999538,5.984440454817475e-09,2e-05,1.9994015559545184e-05,-8.30171681481774,18830.07873568325,18830.080565694156,75295.61764289603,148050.21845686293,354571934.11053276,3.9986880236760327,0.0012918860076564882,6.310286525226902,0.032026339419335526,4.6738479952124475e-06,0.23346303501945523,2799999.9999999227,0.03351286654697786,2525527.693733514,0.03022774020028227,289074.37202802935,0.003459896732831087,,
wumu/case_0088_T0405p706K,simulation,wumu,wumu,wumu/case_0088_T0405p706K,405.706,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3341,5.98623166716545e-09,167050000.00000194,5.98623166716552e-09,2e-05,1.9994013768332837e-05,-8.165960435541283,18831.3031033801,18831.304873913625,75286.76157434679,148064.69885480986,354618043.254283,3.9979577665188257,0.0012702995484736438,6.310488327992855,0.032035928143712575,4.675246932056271e-06,0.2335329341317365,2800000.0000000326,0.03352289733612691,2525533.4869357026,0.030236857071962567,289291.1262594103,0.003463527402088081,,
wumu/case_0089_T0406p907K,simulation,wumu,wumu,wumu/case_0089_T0406p907K,406.907,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3341,5.98623166716545e-09,167050000.00000194,5.98623166716552e-09,2e-05,1.9994013768332837e-05,-8.027052778036426,18832.620228112602,18832.621938803215,75298.39258475607,148080.2590094962,354667649.08989215,3.9982957672829054,0.001248217720941699,6.310676732684799,0.032035928143712575,4.675246932056271e-06,0.2335329341317365,2500000.000000029,0.029931158335827594,2525539.5862730355,0.03023693009605515,289514.0446068883,0.003466196283829811,,
wumu/case_0090_T0408p108K,simulation,wumu,wumu,wumu/case_0090_T0408p108K,408.108,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3341,5.98623166716545e-09,167050000.00000194,5.98623166716552e-09,2e-05,1.9994013768332837e-05,-7.8851822905514455,18833.9372350624,18833.93888570231,75308.82783731706,148093.46063491033,354717253.95036966,3.998570256298717,0.0012256731622818794,6.310865657357254,0.032035928143712575,4.675246932056271e-06,0.2335329341317365,2500000.000000029,0.029931158335827594,2525545.7346605156,0.03023700370739882,289737.64150380535,0.0034688732894798202,,
wumu/case_0091_T0409p309K,simulation,wumu,wumu,wumu/case_0091_T0409p309K,409.309,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3341,5.98623166716545e-09,167050000.00000194,5.98623166716552e-09,2e-05,1.9994013768332837e-05,-7.740398641889751,18835.254123567553,18835.255714036364,75318.06602784296,148104.3018009648,354766857.81313956,3.99878117777369,0.0012026740269975823,6.3110551029041595,0.032035928143712575,4.675246932056271e-06,0.2335329341317365,2500000.000000029,0.029931158335827594,2525551.925165037,0.030237077822987225,289961.62460320344,0.0034715549189248737,,
wumu/case_0092_T0410p511K,simulation,wumu,wumu,wumu/case_0092_T0410p511K,410.511,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3341,5.98623166716545e-09,167050000.00000194,5.98623166716552e-09,2e-05,1.9994013768332837e-05,-7.592752570382991,18836.570894753004,18836.572425017974,75326.10589600746,148112.78065551355,354816460.72294754,3.9989284778775556,0.0011792286281899038,6.311245070935686,0.032035928143712575,4.675246932056271e-06,0.2335329341317365,2500000.000000029,0.029931158335827594,2525558.1510386514,0.030237152362030794,290185.71990878787,0.003474237891754379,,
wumu/case_0093_T0411p712K,simulation,wumu,wumu,wumu/case_0093_T0411p712K,411.712,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3340,5.988023952096258e-09,166999999.99998745,5.988023952095809e-09,2e-05,1.9994011976047905e-05,-7.442477868687252,18837.794558617145,18837.796028812463,75314.15608019147,148122.536354448,354862559.2231426,3.998034375411978,0.0011553760488158427,6.311449478217077,0.03204552261156035,4.676646706586827e-06,0.23360287511230912,2499999.9999998123,0.029940119760479045,2525564.2037773835,0.030246277889551774,290411.1013768942,0.0034779772619989947,,
wumu/case_0094_T0412p913K,simulation,wumu,wumu,wumu/case_0094_T0412p913K,412.913,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3340,5.988023952096258e-09,166999999.99998745,5.988023952095809e-09,2e-05,1.9994011976047905e-05,-7.289266302763799,18839.111080890918,18839.11249107957,75326.47927348202,148139.17563269974,354912159.45155025,3.9984091240577047,0.001131063986456775,6.31164048968648,0.03204552261156035,4.676646706586827e-06,0.23360287511230912,2499999.9999998123,0.029940119760479045,2525570.4814579007,0.030246353071354377,290634.7693582305,0.003480655920458112,,
wumu/case_0095_T0414p114K,simulation,wumu,wumu,wumu/case_0095_T0414p114K,414.114,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3340,5.988023952096258e-09,166999999.99998745,5.988023952095809e-09,2e-05,1.9994011976047905e-05,-7.133347500529108,18840.42748316393,18840.428833575028,75337.60411793439,148153.45081947444,354961758.6330053,3.99872024057527,0.0011063309808754126,6.311832023040952,0.03204552261156035,4.676646706586827e-06,0.23360287511230912,2499999.9999998123,0.029940119760479045,2525576.7748589455,0.03024642844142677,290857.8014352317,0.0034833269632964497,,
wumu/case_0096_T0415p315K,simulation,wumu,wumu,wumu/case_0096_T0415p315K,415.315,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3340,5.988023952096258e-09,166999999.99998745,5.988023952095809e-09,2e-05,1.9994011976047905e-05,-6.974774257136967,18841.7437684921,18841.745059441462,75347.52930106275,148165.35997179145,355011356.88498676,3.998967667981828,0.0010811856182854252,6.312024076300008,0.03204552261156035,4.676646706586827e-06,0.23360287511230912,2499999.9999998123,0.029940119760479045,2525583.0776925446,0.030246503924463885,291079.97893232637,0.003485987771644889,,
wumu/case_0097_T0416p517K,simulation,wumu,wumu,wumu/case_0097_T0416p517K,416.517,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3339,5.989817310572082e-09,166949999.99999848,5.989817310572028e-09,2e-05,1.999401018268943e-05,-6.813796845365895,18842.966859387616,18842.968091354596,75327.00112902155,148159.86087085505,355057446.4918075,3.997618674713066,0.0010556691230699123,6.31223056895608,0.03145596165368484,4.678047319556754e-06,0.2336728579988017,2499999.9999999776,0.029949086552860143,2525589.121554547,0.03025563487935993,291294.18142769655,0.003489597860769083,,
wumu/case_0098_T0417p718K,simulation,wumu,wumu,wumu/case_0098_T0417p718K,417.718,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3339,5.989817310572082e-09,166949999.99999848,5.989817310572028e-09,2e-05,1.999401018268943e-05,-6.650076222619993,18844.28290587877,18844.28407927211,75341.21558742356,148179.94510117878,355107042.4603084,3.998093812982559,0.0010297251089023277,6.312423655412334,0.03145596165368484,4.678047319556754e-06,0.2336728579988017,2499999.9999999776,0.029949086552860143,2525595.422566112,0.030255710363176223,291513.7601543262,0.0034922283336846823,,
wumu/case_0099_T0418p919K,simulation,wumu,wumu,wumu/case_0099_T0418p919K,418.919,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3339,5.989817310572082e-09,166949999.99999848,5.989817310572028e-09,2e-05,1.999401018268943e-05,-6.4838603646674615,18845.598840254675,18845.59995564624,75354.23046194825,148197.66169318464,355156637.6882536,3.9985052553008122,0.001003394544321222,6.312617255373305,0.03145596165368484,4.678047319556754e-06,0.2336728579988017,2499999.9999999776,0.029949086552860143,2525601.714202336,0.030255785734679352,291731.8278428601,0.0034948407049159957,,
wumu/case_0100_T0420p120K,simulation,wumu,wumu,wumu/case_0100_T0420p120K,420.12,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3339,5.989817310572082e-09,166949999.99999848,5.989817310572028e-09,2e-05,1.999401018268943e-05,-6.315202613040924,18846.914661513852,18846.915719559256,75366.0443932362,148213.0086203733,355206232.14016986,3.9988529430850908,0.0009766860603305236,6.312811365807103,0.03145596165368484,4.678047319556754e-06,0.2336728579988017,2499999.9999999776,0.029949086552860143,2525607.9901859583,0.03025586091867004,291948.1705873983,0.0034974324119484987,,
wumu/case_0101_T0421p321K,simulation,wumu,wumu,wumu/case_0101_T0421p321K,421.321,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3338,5.991611743559174e-09,166899999.99999562,5.991611743559018e-09,2e-05,1.9994008388256444e-05,-6.144368138741397,18848.137207734613,18848.138209246285,75336.92670570576,148192.22963784466,355252313.9548498,3.997048720109019,0.0009496426709893142,6.3130199070926984,0.03146538807311957,4.679448771719593e-06,0.2337428828288882,2499999.9999999343,0.029958058717795086,2525614.0443560556,0.03026499753572345,292164.32876873465,0.003501070446599668,,
wumu/case_0102_T0422p523K,simulation,wumu,wumu,wumu/case_0102_T0422p523K,422.523,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3338,5.991611743559174e-09,166899999.99999562,5.991611743559018e-09,2e-05,1.9994008388256444e-05,-5.970991391433269,18849.45281085234,18849.453756575746,75353.03568389783,148215.76599039236,355301906.9212874,3.99762436922664,0.0009222047495005092,6.313215025138701,0.03146538807311957,4.679448771719593e-06,0.2337428828288882,2499999.9999999343,0.029958058717795086,2525620.270580277,0.030265072145959773,292376.56639729335,0.0035036137375350634,,
wumu/case_0103_T0423p724K,simulation,wumu,wumu,wumu/case_0103_T0423p724K,423.724,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3338,5.991611743559174e-09,166899999.99999562,5.991611743559018e-09,2e-05,1.9994008388256444e-05,-5.7953346599354685,18850.768313598135,18850.76920443459,75367.9438789516,148236.93122758227,355351499.5988594,3.998136259671648,0.0008944149852732874,6.313410640449975,0.03146538807311957,4.679448771719593e-06,0.2337428828288882,2499999.9999999343,0.029958058717795086,2525626.462668022,0.030265146347131077,292586.4209688592,0.0035061284717659304,,
wumu/case_0104_T0424p925K,simulation,wumu,wumu,wumu/case_0104_T0424p925K,424.925,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3338,5.991611743559174e-09,166899999.99999562,5.991611743559018e-09,2e-05,1.9994008388256444e-05,-5.617452277964417,18852.083720172235,18852.08455710278,75381.64991840061,148255.72328957947,355401092.1481531,3.99858433108924,0.0008662821049406161,6.313606748751128,0.03146538807311957,4.679448771719593e-06,0.2337428828288882,2499999.9999999343,0.029958058717795086,2525632.6145146354,0.030265220066083905,292793.66673539096,0.0035086119441030393,,
wumu/case_0105_T0426p126K,simulation,wumu,wumu,wumu/case_0105_T0426p126K,426.126,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3338,5.991611743559174e-09,166899999.99999562,5.991611743559018e-09,2e-05,1.9994008388256444e-05,-5.437399089214653,18853.39903421778,18853.399818302078,75394.15242738373,148272.1401251261,355450684.70875275,3.9989685231304697,0.0008378148889239624,6.313803343925511,0.03146538807311957,4.679448771719593e-06,0.2337428828288882,2499999.9999999343,0.029958058717795086,2525638.7200828167,0.030265293230471935,292998.0827507186,0.0035110615068990564,,
wumu/case_0106_T0427p327K,simulation,wumu,wumu,wumu/case_0106_T0427p327K,427.327,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3337,5.993407252022729e-09,166850000.00000128,5.993407252022775e-09,2e-05,1.999400659274798e-05,-5.2554656217871125,18854.620983832167,18854.62171627644,75361.93861794933,148246.6355555772,355496760.0638832,3.9970008283376157,0.0008090595303844967,6.314014348722826,0.03147482014388489,4.680851063829788e-06,0.23381294964028776,2500000.000000019,0.029967036260113874,2525644.497925966,0.030274432099801577,293190.6981546488,0.0035144225130913586,,
wumu/case_0107_T0428p529K,simulation,wumu,wumu,wumu/case_0107_T0428p529K,428.529,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3337,5.993407252022729e-09,166850000.00000128,5.993407252022775e-09,2e-05,1.999400659274798e-05,-5.071242118943769,18855.93611743684,18855.936799383788,75378.74337769566,148271.25659130234,355546352.58235574,3.9976132811475606,0.0007799508846078159,6.314211899600545,0.03147482014388489,4.680851063829788e-06,0.23381294964028776,2500000.000000019,0.029967036260113874,2525650.493029709,0.030274503961998076,293388.7308020706,0.0035167962937017482,,
wumu/case_0108_T0429p730K,simulation,wumu,wumu,wumu/case_0108_T0429p730K,429.73,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3337,5.993407252022729e-09,166850000.00000128,5.993407252022775e-09,2e-05,1.999400659274798e-05,-4.885015083383868,18857.251173146164,18857.251805883454,75394.34479160306,148293.50098271127,355595945.67049474,3.998161851351004,0.0007505346264619055,6.3144099181398285,0.03147482014388489,4.680851063829788e-06,0.23381294964028776,2500000.000000019,0.029967036260113874,2525656.425109647,0.03027457506873992,293583.3697096354,0.0035191293941819976,,
wumu/case_0109_T0430p931K,simulation,wumu,wumu,wumu/case_0109_T0430p931K,430.931,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3337,5.993407252022729e-09,166850000.00000128,5.993407252022775e-09,2e-05,1.999400659274798e-05,-4.6968407929017415,18858.566156449317,18858.566741337712,75408.74146779241,148313.3666405187,355645539.53748894,3.998646477332634,0.0007208197177129539,6.314608397008341,0.03147482014388489,4.680851063829788e-06,0.23381294964028776,2500000.000000019,0.029967036260113874,2525662.2889663046,0.03027464535770195,293774.4545984193,0.0035214198932983763,,
wumu/case_0110_T0432p132K,simulation,wumu,wumu,wumu/case_0110_T0432p132K,432.132,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3336,5.9952038369304815e-09,166799999.99999928,5.995203836930456e-09,2e-05,1.9994004796163072e-05,-4.507025323296747,18859.787702595808,18859.78824112989,75367.92361715673,148272.55132586375,355691612.50026125,3.9962232159527917,0.0006908540467195413,6.3148212618406525,0.031484257871064465,4.682254196642686e-06,0.23388305847076457,2499999.9999999893,0.02997601918465228,2525667.8847679426,0.030283787587145724,293964.26245172677,0.0035247513483420627,,
wumu/case_0111_T0433p333K,simulation,wumu,wumu,wumu/case_0111_T0433p333K,433.333,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3336,5.9952038369304815e-09,166799999.99999928,5.995203836930456e-09,2e-05,1.9994004796163072e-05,-4.315128445963995,18861.102547761184,18861.103041378494,75386.62806830897,148300.63512109563,355741207.9374971,3.996936335214423,0.0006605689843420673,6.315020639406631,0.031484257871064465,4.682254196642686e-06,0.23388305847076457,2499999.9999999893,0.02997601918465228,2525673.5976035297,0.03028385608637339,294147.8929596382,0.003526953152993279,,
wumu/case_0112_T0434p535K,simulation,wumu,wumu,wumu/case_0112_T0434p535K,434.535,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3336,5.9952038369304815e-09,166799999.99999928,5.995203836930456e-09,2e-05,1.9994004796163072e-05,-4.121453212250798,18862.417340551336,18862.417790821735,75404.1280734737,148326.33894882305,355790804.91550833,3.997585511554335,0.0006300120830394062,6.315220453663532,0.031484257871064465,4.682254196642686e-06,0.23388305847076457,2499999.9999999893,0.02997601918465228,2525679.2274418296,0.03028392359042974,294327.55837135954,0.0035291074145247098,,
wumu/case_0113_T0435p736K,simulation,wumu,wumu,wumu/case_0113_T0435p736K,435.736,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3336,5.9952038369304815e-09,166799999.99999928,5.995203836930456e-09,2e-05,1.9994004796163072e-05,-3.9260562329782305,18863.732084609088,18863.73249316868,75420.42217015038,148349.66060017992,355840403.5738279,3.9981706800318104,0.0005991923007774635,6.315420696117516,0.031484257871064465,4.682254196642686e-06,0.23388305847076457,2499999.9999999893,0.02997601918465228,2525684.7695931764,0.03028399004308378,294503.14933017816,0.0035312128217047894,,
wumu/case_0114_T0436p937K,simulation,wumu,wumu,wumu/case_0114_T0436p937K,436.937,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3335,5.997001499250167e-09,166750000.00000578,5.997001499250375e-09,2e-05,1.9994002998500752e-05,-3.729252740415337,18864.953318003172,18864.953686605353,75383.91673118852,148306.4377252192,355886477.59776497,3.995976771716817,0.0005681581886735231,6.315635298021384,0.03149370125974805,4.677661169415293e-06,0.23365326934613076,2500000.0000000866,0.029985007496251874,2525689.932817971,0.03029313262750085,294664.5146448241,0.003534207072201666,,
wumu/case_0115_T0438p138K,simulation,wumu,wumu,wumu/case_0115_T0438p138K,438.138,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3335,5.997001499250167e-09,166750000.00000578,5.997001499250375e-09,2e-05,1.9994002998500752e-05,-3.5305821159329267,18866.267976449915,18866.268306801685,75391.5972468729,148325.0644528135,355936079.8242297,3.9961054311780697,0.000536839308145138,6.315836370383323,0.03149370125974805,4.683658170914543e-06,0.23395320935812838,2500000.0000000866,0.029985007496251874,2525695.283902818,0.030293196808428548,294831.3973003165,0.003536208663272039,,
wumu/case_0116_T0439p339K,simulation,wumu,wumu,wumu/case_0116_T0439p339K,439.339,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3335,5.997001499250167e-09,166750000.00000578,5.997001499250375e-09,2e-05,1.9994002998500752e-05,-3.330357421909873,18867.582606354,18867.58290027826,75410.99894469779,148354.2346320374,355985684.4988726,3.9968553122713786,0.0005052840134263689,6.316037844469407,0.03149370125974805,4.683658170914543e-06,0.23395320935812838,2500000.0000000866,0.029985007496251874,2525700.533478763,0.030293259771858174,294993.85443423846,0.003538157174623427,,
wumu/case_0117_T0440p541K,simulation,wumu,wumu,wumu/case_0117_T0440p541K,440.541,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3335,5.997001499250167e-09,166750000.00000578,5.997001499250375e-09,2e-05,1.9994002998500752e-05,-3.1286340592395097,18868.897215293327,18868.89747467126,75429.19365196444,148381.01933551757,356035291.9096554,3.9975411257185067,0.0004735010276151106,6.316239711658394,0.03149370125974805,4.683658170914543e-06,0.23395320935812838,2500000.0000000866,0.029985007496251874,2525705.67701884,0.03029332146349328,295151.76335273834,0.0035400511346654045,,
wumu/case_0118_T0441p742K,simulation,wumu,wumu,wumu/case_0118_T0441p742K,441.742,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3334,5.998800239952061e-09,166699999.99999857,5.99880023995201e-09,2e-05,1.999400119976005e-05,-2.925740638866051,18870.118252756078,18870.1184795686,75428.7952230831,148367.17047929167,356081371.4329563,3.9972613476037657,0.00044154018037340727,6.316455901801281,0.0315031503150315,4.679064187162568e-06,0.23372337233723373,2499999.999999978,0.02999400119976004,2525710.5136127467,0.030302465670219176,295307.4448870487,0.003542980742496115,,
wumu/case_0119_T0442p943K,simulation,wumu,wumu,wumu/case_0119_T0442p943K,442.943,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3334,5.998800239952061e-09,166699999.99999857,5.99880023995201e-09,2e-05,1.999400119976005e-05,-2.721191642088656,18871.432831763464,18871.433027956406,75422.45918852535,148373.3512641244,356130984.5286439,3.9966471585275722,0.00040932860914369976,6.316658521952275,0.0315031503150315,4.679064187162568e-06,0.23372337233723373,2499999.999999978,0.02999400119976004,2525715.4312718823,0.030302524670328783,295455.8515237459,0.003544761266031775,,
wumu/case_0120_T0444p144K,simulation,wumu,wumu,wumu/case_0120_T0444p144K,444.144,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3334,5.998800239952061e-09,166699999.99999857,5.99880023995201e-09,2e-05,1.999400119976005e-05,-2.5153115752266006,18872.747415535167,18872.74758315231,75414.95676495734,148377.18576306972,356180601.3373815,3.9959712507510154,0.00037691566244267175,6.316861502793502,0.0315031503150315,4.68506298740252e-06,0.23402340234023403,2499999.999999978,0.02999400119976004,2525720.2295288816,0.03030258223789926,295599.32412410184,0.0035464825929706584,,
wumu/case_0121_T0445p345K,simulation,wumu,wumu,wumu/case_0121_T0445p345K,445.345,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3334,5.998800239952061e-09,166699999.99999857,5.99880023995201e-09,2e-05,1.999400119976005e-05,-2.3081563217453334,18874.062010379574,18874.06215151468,75435.05515837703,148407.44038931883,356230222.099239,3.996757801940544,0.0003443100777712467,6.317064834427879,0.0315031503150315,4.68506298740252e-06,0.23402340234023403,2499999.999999978,0.02999400119976004,2525724.904041727,0.03030263832083682,295737.7263707483,0.0035481430878314436,,
wumu/case_0122_T0446p547K,simulation,wumu,wumu,wumu/case_0122_T0446p547K,446.547,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3334,5.998800239952061e-09,166699999.99999857,5.99880023995201e-09,2e-05,1.999400119976005e-05,-2.099782063369187,18875.376625548044,18875.376742342658,75453.94400836076,148435.30401765305,356279847.1653701,3.997480158321652,0.0003115206558198757,6.31726850608215,0.0315031503150315,4.68506298740252e-06,0.23402340234023403,2499999.999999978,0.02999400119976004,2525729.450684573,0.03030269286964121,295870.9305922213,0.003549741218862914,,
