sample_id,domain,dataset,material,physical_group,temperature_value,temperature_unit,temperature_semantics,channel,amplitude_unit,sample_count,dt_s,sampling_rate_hz,time_start_s,time_end_s,duration_s,mean,std,rms,peak_abs,peak_to_peak,energy_mean_square,crest_factor,skewness,kurtosis,zero_crossing_rate,peak_time_s,peak_time_fraction,dominant_frequency_hz,dominant_frequency_fraction,spectral_centroid_hz,spectral_centroid_fraction,spectral_bandwidth_hz,spectral_bandwidth_fraction,acquisition_batch,acquisition_date
metal_10times/02/23,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_23,23.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499359e-06,4.8549664e-05,4.99995999e-05,-0.022231520000000046,1.2284410893154338,1.2286422385706914,4.55,8.41,1.5095617503999998,3.703274929969136,2.1559653322450134,9.040334221416689,0.017584140673125383,1.5264062e-08,0.029304233732478327,19999.999999956144,1.6e-05,655220.7603154143,0.0005241766082534808,3301808.7656238615,0.002641447012504881,02,2026/01/13
metal_10times/02/30,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_30,30.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498012e-06,4.8549799e-05,4.99996002e-05,-0.013343839999999982,1.2640144079614182,1.264084839557852,4.57,8.45,1.5979104816,3.61526367296556,2.0044375515629103,8.699547566251521,0.023960191681533453,1.6198828e-08,0.029320235004599095,19999.999999956144,1.6e-05,739455.4094684675,0.0005915643275760711,3241504.5324639687,0.002593203625976861,02,2026/01/13
metal_10times/02/35,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_35,35.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498945e-06,4.8549705e-05,4.9999599500000004e-05,-0.023054719999999987,1.2056161504748193,1.205836565376917,4.58,8.35,1.4540418223999998,3.7981929985415532,2.2930284709813247,9.445962414383944,0.018136145089160713,1.6105469e-08,0.029320234235076223,19999.999999956144,1.6e-05,602752.8274561279,0.0004822022619659596,3327913.4114993904,0.00266233072920535,02,2026/01/13
metal_10times/02/40,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_40,40.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499074e-06,4.8549693e-05,4.99996004e-05,-0.01441312000000001,1.2121386836380834,1.212224371310856,4.6,8.32,1.4694879264000003,3.794677048957302,2.2944681898067714,9.472570716385599,0.019264154113232904,1.5692578e-08,0.029312233823372717,19999.999999956144,1.6e-05,604139.122503184,0.000483311298003607,3284954.299856847,0.00262796343989124,02,2026/01/13
metal_10times/02/45,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_45,45.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496813e-06,4.8549919e-05,4.9999600299999996e-05,-0.014589760000000038,1.2433578038936106,1.243443400239834,4.58,8.45,1.5461514896000002,3.6833200442550216,2.0994067906433003,8.97984290296362,0.017624140993127944,1.471875e-08,0.029288235130151635,19999.999999956144,1.6e-05,686786.975396438,0.0005494295803183552,3248419.681608134,0.0025987357452922056,02,2026/01/13
metal_10times/02/50,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_50,50.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496582e-06,4.8549942e-05,4.9999600200000005e-05,-0.02086951999999999,1.2043150278622987,1.204495837767819,4.6,8.32,1.4508102232,3.819025235093178,2.3262836080926252,9.539006274578814,0.015128121024968199,1.5941797e-08,0.029312234320625626,19999.999999956144,1.6e-05,590492.9175573247,0.0004723943340468956,3302736.2999710105,0.002642189039982602,02,2026/01/13
metal_10times/02/55,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_55,55.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497e-06,4.85499e-05,4.99996e-05,-0.01563223999999999,1.2618226906632257,1.2619195178774278,4.6,8.49,1.5924408695999999,3.6452403935690647,2.003941288747598,8.717247977942115,0.020528164225313804,1.63e-08,0.029320234561876494,19999.999999956144,1.6e-05,746724.8939145945,0.0005973799151329855,3256256.1230018716,0.0026050048984072095,02,2026/01/13
metal_10times/02/60,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_60,60.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498379e-06,4.8549762e-05,4.99995999e-05,-0.020998400000000007,1.3105479074026405,1.310716121210081,4.59,8.54,1.7179767503999999,3.501902452960153,1.7485072839497924,7.911376686388248,0.018376147009176072,1.6562109e-08,0.029328234864535382,19999.999999956144,1.6e-05,935777.898375554,0.0007486223187020847,3241060.6255586627,0.0025928485004526156,02,2026/01/13
metal_10times/02/65,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_65,65.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499344e-06,4.8549666e-05,4.99996004e-05,-0.014164639999999985,1.3344764773399604,1.3345516496561682,4.68,8.6,1.7810281056,3.506795710159099,1.698707465759271,7.591658744380254,0.019248153985231883,1.5665625e-08,0.029312234763380227,19999.999999956144,1.6e-05,987446.9188590014,0.0007899575350889332,3145351.9738659295,0.002516281579098261,02,2026/01/13
metal_10times/02/70,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_70,70.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498555e-06,4.8549745e-05,4.99996005e-05,-0.018782160000000016,1.193340855609048,1.193488653988801,4.57,8.280000000000001,1.4244151671999998,3.8291105531053358,2.3777133895415226,9.704785262918543,0.014104112832902664,1.5744531e-08,0.02931223482475625,19999.999999956144,1.6e-05,570700.7604481935,0.00045656060835955593,3328107.145801126,0.002662485716646739,02,2026/01/13
metal_10times/02/75,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_75,75.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497789e-06,4.8549821e-05,4.9999599899999996e-05,-0.025359600000000006,1.1832830343953384,1.1835547510782929,4.58,8.35,1.4008018487999998,3.869698462050304,2.483522311920754,9.972382292180315,0.010984087872702981,1.5821094e-08,0.02931223443649996,19999.999999956144,1.6e-05,532809.179691035,0.0004262473437537626,3344194.0423060684,0.002675355233850721,02,2026/01/13
metal_10times/02/80,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_80,80.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497043e-06,4.8549896e-05,4.99996003e-05,-0.011105519999999975,1.2506383462158555,1.2506876530932893,4.58,8.46,1.5642196056000002,3.661985459496957,2.0130272888037997,8.787878864402819,0.01640813126505012,1.5895703e-08,0.029312234382001645,19999.999999956144,1.6e-05,743129.6329009433,0.0005945037063220582,3214768.915406815,0.002571815132331091,02,2026/01/13
metal_10times/02/85,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_85,85.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497848e-06,4.8549815e-05,4.99995998e-05,-0.018628,1.3000488560111885,1.3001823066016551,4.6,8.53,1.6904740304,3.53796538888706,1.8210392115537388,8.107750467129064,0.023240185921487373,1.5815234e-08,0.0293122352951313,19999.999999956144,1.6e-05,880600.6008003328,0.000704480480641811,3203487.0933103226,0.0025627896746538777,02,2026/01/13
metal_10times/02/90,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_90,90.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497023e-06,4.8549898e-05,4.99996003e-05,-0.02706848000000001,1.3447366266263776,1.3450090325347261,4.57,8.45,1.8090492976,3.397746698687698,1.6459174711973092,7.36261759389302,0.022616180929447435,1.5497656e-08,0.02930423337804162,19999.999999956144,1.6e-05,1023083.6100988393,0.000818466888080866,3200461.906079453,0.0025603695248691766,02,2026/01/13
metal_10times/02/95,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_95,95.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498082e-06,4.8549792e-05,4.99996002e-05,-0.02254303999999998,1.2819299488457077,1.2821281458575036,4.57,8.45,1.6438525823999999,3.5643863016075716,1.8730981932881596,8.341780800592108,0.01684013472107777,1.6591797e-08,0.02932823444856265,19999.999999956144,1.6e-05,841473.0577772567,0.0006731784462232814,3187589.542302092,0.002550071633847265,02,2026/01/13
metal_10times/03/100,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_100,100.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497027e-06,4.8549897e-05,4.99995997e-05,-0.017295599999999977,1.275267001619912,1.2753842805993807,4.64,8.59,1.6266050632,3.638119169713603,1.9230684207140707,8.530814576495597,0.025816206529652237,1.5097266e-08,0.029296233865648325,19999.999999956144,1.6e-05,848246.322545597,0.0006785970580379656,3214022.0786879547,0.0025712176629560015,03,2026/01/14
metal_10times/03/105,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_105,105.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496598e-06,4.854994e-05,4.99995998e-05,-0.011458960000000021,1.261388624110634,1.261440671930313,4.67,8.55,1.5912325688,3.7021162421009914,1.951102995150527,8.607698557476787,0.024808198465587725,1.5940234e-08,0.0293122352951313,19999.999999956144,1.6e-05,795120.761058362,0.0006360966088480843,3233939.417513098,0.0025871515340161514,03,2026/01/14
metal_10times/03/110,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_110,110.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496898e-06,4.854991e-05,4.99995998e-05,-0.014537840000000026,1.2149413631974733,1.2150283390933727,4.65,8.530000000000001,1.4762938648000001,3.8270712298527356,2.1335956280809807,9.268339749988971,0.02554420435363483,1.5910156e-08,0.029312233735118813,19999.999999956144,1.6e-05,695585.062396653,0.0005564680499185426,3248165.727645339,0.002598532582121969,03,2026/01/14
metal_10times/03/115,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_115,115.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496629e-06,4.8549937e-05,4.99995999e-05,-0.011958640000000013,1.2402041243800757,1.2402617784967818,4.66,8.54,1.5382492792,3.7572713122289385,2.072817752106302,9.066092649504874,0.02563220505764046,1.5137109e-08,0.02929623460846933,19999.999999956144,1.6e-05,732509.2897529021,0.0005860074318036066,3183862.985637274,0.0025470903885154044,03,2026/01/14
metal_10times/03/120,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_120,120.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498887e-06,4.8549711e-05,4.99995997e-05,-0.018456160000000034,1.2050959174099192,1.2052372380573046,4.59,8.39,1.4525968,3.808378844482535,2.2218857675617776,9.427618229100037,0.016480131841054728,1.4911328e-08,0.029296235105658257,19999.999999956144,1.6e-05,666587.6893391372,0.0005332701514724791,3325320.34938205,0.002660256279511473,03,2026/01/14
metal_10times/03/125,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_125,125.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496508e-06,4.8549949e-05,4.99995998e-05,-0.017622240000000018,1.2277822389403514,1.2279086975830085,4.59,8.46,1.5077597696000002,3.7380629431446053,2.1553381241564713,9.222256711147343,0.01657613260906087,1.6749219e-08,0.029328235123193925,19999.999999956144,1.6e-05,693635.5594381124,0.0005549084475517066,3273292.7399672447,0.0026186341919795376,03,2026/01/14
metal_10times/03/130,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_130,130.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497816e-06,4.8549818e-05,4.99995996e-05,-0.01510184000000001,1.281113052633769,1.2812020602543535,4.66,8.54,1.6414787192000002,3.637209261960493,1.9134366806154623,8.329226459089753,0.019744157953263626,1.5018359e-08,0.029296233784240146,19999.999999956144,1.6e-05,803005.8536751394,0.0006424046829415201,3169741.47401394,0.0025357931792167124,03,2026/01/14
metal_10times/03/135,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_135,135.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498277e-06,4.8549772e-05,4.99995997e-05,-0.016883600000000033,1.2859293340036382,1.2860401657802139,4.6,8.5,1.6538993079999997,3.5768711758775242,1.8579546352790404,8.225331506365436,0.02427219417755342,1.4572266e-08,0.029288233801599815,19999.999999956144,1.6e-05,872250.9273140156,0.0006978007418527425,3213180.8072019215,0.0025705446457671734,03,2026/01/14
metal_10times/03/140,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_140,140.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498383e-06,4.8549762e-05,4.99996003e-05,-0.023974159999999987,1.2371345357932153,1.2373668089940024,4.59,8.39,1.5310766199999999,3.7094901581623465,2.149731838247073,9.038297736011938,0.01904815238521908,1.5761719e-08,0.029312234702004208,19999.999999956144,1.6e-05,688715.4527983492,0.0005509723622398874,3236891.875566386,0.0025895135004587867,03,2026/01/14
metal_10times/03/145,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_145,145.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497863e-06,4.8549814e-05,4.9999600299999996e-05,-0.019456880000000034,1.171841502687401,1.1720030194500353,4.6,8.379999999999999,1.3735910775999998,3.9249045639477607,2.53294271436502,10.26371477680643,0.013880111040888326,1.5413672e-08,0.02930423369804418,19999.999999956144,1.6e-05,515632.38788084436,0.00041250591030557996,3357459.729535301,0.0026859677836341303,03,2026/01/14
metal_10times/03/150,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_150,150.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497191e-06,4.8549881e-05,4.99996001e-05,-0.01814511999999998,1.1923180210917663,1.1924560825456005,4.63,8.41,1.4219515088,3.882742574566007,2.4230173727844617,9.894424931715081,0.014792118336946696,1.5880859e-08,0.029312233619244486,19999.999999956144,1.6e-05,568438.4794877149,0.0004547507835911691,3363559.347478768,0.0026908474779889146,03,2026/01/14
metal_10times/03/155,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_155,155.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499527e-06,4.8549647e-05,4.99995997e-05,-0.02181560000000005,1.1750076862713028,1.1752101868176603,4.66,8.38,1.3811189832000001,3.965248133713652,2.537644662844759,10.242062257265092,0.012680101440811527,1.6047266e-08,0.029320234057793867,19999.999999956144,1.6e-05,517214.06832516124,0.00041377125466103624,3421272.314651941,0.0027370178517275544,03,2026/01/14
metal_10times/03/160,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_160,160.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.449868e-06,4.8549732e-05,4.99996e-05,-0.03170487999999998,1.1776921770072966,1.1781188663288606,4.59,8.39,1.3879640631999999,3.896041504116568,2.5831302501552336,10.411298300625846,0.008608068864550917,1.4932031e-08,0.029296234989879922,19999.999999956144,1.6e-05,517579.85089753877,0.0004140638807189389,3395971.1949183717,0.0027167769559406545,03,2026/01/14
metal_10times/03/165,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_165,165.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498125e-06,4.8549788e-05,4.99996005e-05,-0.02356720000000004,1.1696381662224264,1.169875571503226,4.58,8.34,1.3686088528,3.91494626570837,2.592838687604148,10.511866206422209,0.012648101184809479,1.57875e-08,0.0293122342047513,19999.999999956144,1.6e-05,494625.73442493554,0.0003957005875408161,3446423.027537127,0.002757138422035747,03,2026/01/14
metal_10times/03/170,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_170,170.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499246e-06,4.8549675e-05,4.99995996e-05,-0.030159280000000014,1.1562621077549335,1.1566553695894035,4.58,8.370000000000001,1.337851644,3.9596928526997943,2.71624562046367,10.994899454427339,0.006840054720437763,1.5675391e-08,0.02931223455237429,19999.999999956144,1.6e-05,455548.12283236027,0.0003644384982666873,3383669.126627167,0.002706935301307669,03,2026/01/14
metal_10times/03/175,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_175,175.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497797e-06,4.854982e-05,4.99995997e-05,-0.034272079999999955,1.2394586133197323,1.2399323487997238,4.6,8.48,1.5374322296,3.7098798208248054,2.0947799560444103,9.005686130438766,0.012424099392795143,1.5020313e-08,0.029296234805655852,19999.999999956144,1.6e-05,703124.4784812502,0.0005624995827862336,3310513.4439413627,0.002648410755158897,03,2026/01/14
metal_10times/03/180,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_180,180.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496508e-06,4.8549949e-05,4.99995998e-05,-0.01758288000000002,1.2086099582292484,1.2087378494942564,4.6,8.399999999999999,1.4610471887999998,3.805622535874647,2.3403040766830276,9.533165248551077,0.014624116992935943,1.5549219e-08,0.02930423493109639,19999.999999956144,1.6e-05,606605.4275841147,0.00048528434206835584,3266078.9914510325,0.0026128631931665552,03,2026/01/14
metal_10times/03/185,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_185,185.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497258e-06,4.8549874e-05,4.9999599800000005e-05,-0.02843432000000005,1.200161504067739,1.2004982908775839,4.64,8.399999999999999,1.4411961464,3.8650617291658813,2.437887963565039,9.868925181500755,0.012664101312810502,1.5874219e-08,0.029312234995128902,19999.999999956144,1.6e-05,563418.8187830175,0.0004507350550274023,3277945.366526028,0.0026223562932265725,03,2026/01/14
metal_10times/03/190,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_190,190.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497289e-06,4.8549871e-05,4.99995999e-05,-0.030724719999999987,1.1738528509063313,1.1742548803390174,4.6,8.379999999999999,1.378874524,3.917377800185885,2.586309287332531,10.375578572820741,0.008600068800550404,1.5471094e-08,0.02930423437248345,19999.999999956144,1.6e-05,519207.65041087393,0.0004153661203296099,3356486.7237767326,0.0026851893790272737,03,2026/01/14
metal_10times/03/195,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_195,195.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499969e-06,4.8549603e-05,4.99995999e-05,-0.03362599999999997,1.1976346501851056,1.1981066159570273,4.59,8.31,1.4354594631999997,3.831044699084301,2.370244042334491,9.77955220949611,0.008312066496531972,1.5603125e-08,0.02931223505650492,19999.999999956144,1.6e-05,621212.6202844629,0.00049697009622866,3344266.399407762,0.002675413119532076,03,2026/01/14
metal_10times/03/200,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_200,200.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498598e-06,4.854974e-05,4.9999599800000005e-05,-0.027528,1.1772958566205862,1.1776176479655864,4.62,8.33,1.3867833247999999,3.923174901447308,2.551383117075508,10.292616752159995,0.012656101248809991,1.5740234e-08,0.029312235295131297,19999.999999956144,1.6e-05,527357.3450656009,0.0004218858760534058,3379715.326969022,0.002703772261581146,03,2026/01/14
metal_10times/03/205,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_205,205.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496355e-06,4.8549964e-05,4.9999599500000004e-05,-0.02832231999999999,1.183878133842254,1.184216867638694,4.6,8.399999999999999,1.4023695896,3.8844236437640958,2.576415232427398,10.270000591873034,0.015304122432979465,1.5164453e-08,0.02929623372283212,19999.999999956144,1.6e-05,534535.578114639,0.0004276284624926489,3339534.275129508,0.0026716274201094648,03,2026/01/14
metal_10times/03/210,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_210,210.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499723e-06,4.8549628e-05,4.9999600299999996e-05,-0.025128639999999983,1.1715548367241504,1.1718242974098123,4.67,8.39,1.3731721840000002,3.985239092859328,2.641385493866361,10.637463714351707,0.013144105152841222,1.5627734e-08,0.029312235002006606,19999.999999956144,1.6e-05,493397.69804651657,0.00039471815843807875,3396563.963879456,0.0027172511711095228,03,2026/01/14
metal_10times/03/22,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_22,22.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4497773e-06,4.8549823e-05,4.9999600299999996e-05,-0.015455040000000008,1.2437025165764513,1.2437985399573357,4.58,8.46,1.5470348079999998,3.682268352041241,2.0968480876458675,8.81162234258663,0.022288178305426443,1.5022656e-08,0.029296233314089114,19999.999999956144,1.6e-05,698905.9280800573,0.0005591247424652718,3231353.514355729,0.0025850828114902516,03,2026/01/14
metal_10times/03/30,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_30,30.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496379e-06,4.8549962e-05,4.9999599899999996e-05,-0.016164079999999987,1.325095290202842,1.325193874721733,4.55,8.43,1.7561388056,3.4334598784313117,1.7689867474211824,7.822194248816635,0.020456163649309196,1.6362109e-08,0.029320234800518874,19999.999999956144,1.6e-05,926332.8294150949,0.0007410662635337009,3178306.8016986176,0.0025426454413644693,03,2026/01/14
metal_10times/03/35,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_35,35.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498242e-06,4.8549776e-05,4.9999600200000005e-05,-0.02056303999999998,1.358907310373286,1.359062881841749,4.6,8.55,1.8470519168,3.384685183783593,1.6523433630892195,7.454847870410235,0.023776190209521677,1.4975781e-08,0.029296233872686043,19999.999999956144,1.6e-05,1018070.1585595431,0.0008144561268494203,3215039.9743973073,0.0025720319795234856,03,2026/01/14
metal_10times/03/40,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_40,40.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496008e-06,4.8549999e-05,4.99995998e-05,-0.02752776000000001,1.3797856074149282,1.3800601798472412,4.61,8.49,1.9045660999999998,3.3404340385433633,1.567574123219337,7.072299605532013,0.019928159425275403,1.5599219e-08,0.02930423493109639,19999.999999956144,1.6e-05,1083888.4660843364,0.0008671107728693704,3127852.4529804043,0.00250228196238981,03,2026/01/14
metal_10times/03/45,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_45,45.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498406e-06,4.8549759e-05,4.99995996e-05,-0.012678800000000002,1.3581363622370768,1.3581955420336203,4.59,8.48,1.8446951303999997,3.379483924036014,1.6727525559813752,7.399496858095745,0.02387219097752782,1.6159375e-08,0.029320234296436244,19999.999999956144,1.6e-05,1001606.85309188,0.0008012854824752609,3160474.978541798,0.0025283799828389824,03,2026/01/14
metal_10times/03/50,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_50,50.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4499625e-06,4.8549638e-05,4.99996005e-05,-0.02352544,1.2897271742786558,1.2899417158926212,4.58,8.46,1.6639496303999999,3.550548015908382,1.8699833086569484,8.270136507161867,0.019864158913271306,1.48375e-08,0.029296234076910274,19999.999999956144,1.6e-05,845010.2891911396,0.0006760082313543939,3268478.652814638,0.0026147829222574435,03,2026/01/14
metal_10times/03/55,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_55,55.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498617e-06,4.8549738e-05,4.99995997e-05,-0.023604160000000034,1.2785508923897768,1.2787687597059914,4.59,8.53,1.6352495407999996,3.589390157650795,1.9396839462535171,8.52812764055011,0.020312162497299977,1.5338281e-08,0.029304234229699244,19999.999999956144,1.6e-05,806140.2995870278,0.0006449122396710363,3232186.707449751,0.0025857493659654706,03,2026/01/14
metal_10times/03/60,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_60,60.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496172e-06,4.8549983e-05,4.99996002e-05,-0.027353440000000003,1.273710918741049,1.2740045977939012,4.6,8.54,1.6230877151999998,3.610662008571615,1.9246550129595212,8.518793418362621,0.01424811398491188,1.3982813e-08,0.029272234320785632,19999.999999956144,1.6e-05,814995.8135859888,0.0006519966508702207,3215932.6620038766,0.0025727461296087425,03,2026/01/14
metal_10times/03/65,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_65,65.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4498113e-06,4.8549789e-05,4.9999600299999996e-05,-0.020702959999999992,1.2515129778980474,1.2516842039428318,4.6,8.48,1.5667133464000003,3.675048375229073,2.0148087048895524,8.827404874448801,0.016936135489083914,1.5388672e-08,0.029304233698044187,19999.999999956144,1.6e-05,741219.3119674199,0.0005929754495752361,3234809.114870683,0.0025878472919022206,03,2026/01/14
metal_10times/03/70,experiment,metal_10times_dlm,metal_matrix,metal_10times/temperature_70,70.0,unknown,numeric filename; physical meaning and unit unconfirmed,CH1,V,125000,4.000000000008771e-10,2499999999.9945183,-1.4496484e-06,4.8549952e-05,4.99996004e-05,-0.010697839999999967,1.2256970158319447,1.2257437001265803,4.64,8.44,1.5024476183999997,3.785456943014135,2.149847802230144,9.254991279845479,0.01884015072120577,1.5151563e-08,0.0292962333954973,19999.999999956144,1.6e-05,679951.8799181083,0.0005439615039356795,3304211.3866962916,0.0026433691093628296,03,2026/01/14
