field_loss,acoustic_loss,temperature_loss,smoothness_loss,physics_residual_loss,epoch,training_mode,mean_epoch_loss,total_loss
0.0,1.1013934686779976,532.6158854166666,0.05797105903426806,0.0,1.0,normal,53.48476791381836,53.48476791381836
0.0,0.3304568628470103,431.67234293619794,0.0579710379242897,0.0,2.0,normal,43.23622512817383,43.23622512817383
0.0,0.8186485568682352,381.8739522298177,0.05797103171547254,0.0,3.0,normal,38.35402488708496,38.35402488708496
0.0,0.08689120753357808,381.8858388264974,0.05797103668252627,0.0,4.0,normal,38.208861668904625,38.208861668904625
0.0,0.41386539737383526,513.3111063639323,0.05797103295723597,0.0,5.0,normal,51.41678365071615,51.41678365071615
0.0,0.1273120210195581,626.9224344889323,0.05797102799018224,0.0,6.0,normal,62.720608393351235,62.720608393351235
0.0,0.11342778305212657,369.6904703776042,0.05797102302312851,0.0,7.0,normal,36.994632720947266,36.994632720947266
0.0,0.14894245068232217,350.60779825846356,0.05797102674841881,0.0,8.0,normal,35.0934689839681,35.0934689839681
0.0,0.030286795382077496,301.7656428019206,0.05797102674841881,0.0,9.0,normal,30.185521443684895,30.185521443684895
0.0,0.08278021464745204,363.90538533528644,0.05797102674841881,0.0,10.0,normal,36.40999412536621,36.40999412536621
0.0,0.02214825910050422,342.30071512858075,0.05797102302312851,0.0,11.0,normal,34.23740005493164,34.23740005493164
0.0,0.02828582686682542,329.7825164794922,0.057971020539601646,0.0,12.0,normal,32.986809412638344,32.986809412638344
0.0,0.027136193588376045,341.8715006510417,0.057971020539601646,0.0,13.0,normal,34.1954771677653,34.1954771677653
0.0,0.01875297666992992,375.7628173828125,0.057971020539601646,0.0,14.0,normal,37.58293215433756,37.58293215433756
0.0,0.024620498220125835,306.62186940511066,0.057971020539601646,0.0,15.0,normal,30.670010248819988,30.670010248819988
0.0,0.005574231734499335,366.3289794921875,0.057971021781365074,0.0,16.0,normal,36.63691329956055,36.63691329956055
0.0,0.013724600275357565,393.0214131673177,0.05797101929783821,0.0,17.0,normal,39.307786305745445,39.307786305745445
0.0,0.0041602740141873555,331.0278676350911,0.057971020539601646,0.0,18.0,normal,33.10651779174805,33.10651779174805
0.0,0.008736186195164919,414.5277608235677,0.057971020539601646,0.0,19.0,normal,41.457423528035484,41.457423528035484
0.0,0.008425664079065124,302.47060775756836,0.057971018056074776,0.0,20.0,normal,30.251646041870117,30.251646041870117
0.0,0.0076818813880284624,423.78240966796875,0.057971018056074776,0.0,21.0,normal,42.382676442464195,42.382676442464195
0.0,0.005169863540989657,508.7538299560547,0.057971018056074776,0.0,22.0,normal,50.879316329956055,50.879316329956055
0.0,0.0037344119045883417,328.53307088216144,0.057971018056074776,0.0,23.0,normal,32.85695457458496,32.85695457458496
0.0,0.004031150757024686,368.63312276204425,0.057971018056074776,0.0,24.0,normal,36.86701901753744,36.86701901753744
0.0,0.0036759113427251577,586.6223754882812,0.05797101557254791,0.0,25.0,normal,58.665873209635414,58.665873209635414
0.0,0.0033175781912480793,351.2046203613281,0.057971020539601646,0.0,26.0,normal,35.12402661641439,35.12402661641439
0.0,0.0035632011713460088,317.1851984659831,0.057971018056074776,0.0,27.0,normal,31.722131331761677,31.722131331761677
0.0,0.003686937464711567,351.581298828125,0.057971018056074776,0.0,28.0,normal,35.16176732381185,35.16176732381185
0.0,0.0033909685347074023,322.6096496582031,0.057971018056074776,0.0,29.0,normal,32.26454226175944,32.26454226175944
0.0,0.008643646414081255,381.7060089111328,0.05797101557254791,0.0,30.0,normal,38.1752290725708,38.1752290725708
0.0,0.003403930808417499,334.10508728027344,0.05797101557254791,0.0,31.0,normal,33.41408920288086,33.41408920288086
0.0,0.003206330661972364,521.7288716634115,0.057971018056074776,0.0,32.0,normal,52.176426569620766,52.176426569620766
0.0,0.0037505536844643452,419.2977294921875,0.057971018056074776,0.0,33.0,normal,41.93342272440592,41.93342272440592
0.0,0.0036459995123247304,469.6603088378906,0.057971018056074776,0.0,34.0,normal,46.969661712646484,46.969661712646484
0.0,0.004843965250377853,402.5017801920573,0.057971018056074776,0.0,35.0,normal,40.25404612223307,40.25404612223307
0.0,0.0027109937897572913,333.59518178304035,0.057971018056074776,0.0,36.0,normal,33.362960497538246,33.362960497538246
0.0,0.0057112862123176455,592.0968729654948,0.057971018056074776,0.0,37.0,normal,59.21372922261556,59.21372922261556
0.0,0.00769367868391176,340.5834452311198,0.057971020539601646,0.0,38.0,normal,34.06278165181478,34.06278165181478
0.0,0.007626030283669631,373.4645741780599,0.057971018056074776,0.0,39.0,normal,37.35088221232096,37.35088221232096
0.0,0.0046434322333273785,575.3763122558594,0.057971018056074776,0.0,40.0,normal,57.54146385192871,57.54146385192871
0.0,0.005895437517513831,318.10422770182294,0.05797101557254791,0.0,41.0,normal,31.814502080281574,31.814502080281574
0.0,0.004170161400300761,368.45017496744794,0.05797101557254791,0.0,42.0,normal,36.848751068115234,36.848751068115234
0.0,0.003744111629202962,313.7787272135417,0.057971018056074776,0.0,43.0,normal,31.381521542867024,31.381521542867024
0.0,0.0033653416515638432,345.2260335286458,0.05797101681431135,0.0,44.0,normal,34.52617645263672,34.52617645263672
0.0,0.003315385062402735,480.7495473225911,0.057971018056074776,0.0,45.0,normal,48.07851982116699,48.07851982116699
0.0,0.0035443054512143135,374.1727701822917,0.057971018056074776,0.0,46.0,normal,37.420884450276695,37.420884450276695
0.0,0.002888512176771959,375.8986104329427,0.05797101557254791,0.0,47.0,normal,37.59333928426107,37.59333928426107
0.0,0.003474297506424288,525.1724446614584,0.05797101557254791,0.0,48.0,normal,52.52084159851074,52.52084159851074
0.0,0.003056286872985462,510.48455301920575,0.05797101557254791,0.0,49.0,normal,51.05196571350098,51.05196571350098
0.0,0.0030548761133104563,474.0558675130208,0.057971018056074776,0.0,50.0,normal,47.40909957885742,47.40909957885742
0.0,0.0034727121625716486,328.3488057454427,0.05797101557254791,0.0,51.0,normal,32.83847427368164,32.83847427368164
0.0,0.0032366669038310647,622.2237497965494,0.057971018056074776,0.0,52.0,normal,62.2259209950765,62.2259209950765
0.0,0.004106435711340358,305.2586847941081,0.05797101557254791,0.0,53.0,normal,30.529588381449383,30.529588381449383
0.0,0.0036663387436419725,441.7154032389323,0.05797101557254791,0.0,54.0,normal,44.17517217000326,44.17517217000326
0.0,0.002925880549203915,359.5697326660156,0.057971018056074776,0.0,55.0,normal,35.960458755493164,35.960458755493164
0.0,0.0028279623365961015,404.4435628255208,0.05797101557254791,0.0,56.0,normal,40.44782257080078,40.44782257080078
0.0,0.0029793776920996606,398.58787027994794,0.05797101557254791,0.0,57.0,normal,39.86228211720785,39.86228211720785
0.0,0.003967490221839398,428.32757059733075,0.05797101557254791,0.0,58.0,normal,42.83645057678223,42.83645057678223
0.0,0.003085204463180465,302.42076873779297,0.057971018056074776,0.0,59.0,normal,30.245593388875324,30.245593388875324
0.0,0.0034661000051225224,306.656010945638,0.057971018056074776,0.0,60.0,normal,30.669194221496582,30.669194221496582
0.0,0.0029015180577213564,317.48480733235675,0.057971018056074776,0.0,61.0,normal,31.751960436503094,31.751960436503094
0.0,0.0028274161304580048,500.8128916422526,0.05797101557254791,0.0,62.0,normal,50.084754943847656,50.084754943847656
0.0,0.0027640843957973025,335.943359375,0.05797101557254791,0.0,63.0,normal,33.597787857055664,33.597787857055664
0.0,0.0029439315743123493,481.1761983235677,0.05797101557254791,0.0,64.0,normal,48.121107737223305,48.121107737223305
0.0,0.003137370881934961,305.86619567871094,0.05797101557254791,0.0,65.0,normal,30.59014638264974,30.59014638264974
0.0,0.0027744045558695993,321.44664510091144,0.05797101308902105,0.0,66.0,normal,32.148118019104004,32.148118019104004
0.0,0.0032197797360519567,338.5495961507161,0.05797101557254791,0.0,67.0,normal,33.858503341674805,33.858503341674805
0.0,0.0032722625959043703,384.7343444824219,0.057971018056074776,0.0,68.0,normal,38.476989110310875,38.476989110310875
0.0,0.007092080001408855,377.2275797526042,0.05797101557254791,0.0,69.0,normal,37.72707557678223,37.72707557678223
0.0,0.007237395970150828,344.69688924153644,0.05797101557254791,0.0,70.0,normal,34.474037170410156,34.474037170410156
0.0,0.0027989251248072833,323.49634806315106,0.05797101557254791,0.0,71.0,normal,32.35309346516927,32.35309346516927
0.0,0.0032616258637669184,329.69348907470703,0.057971018056074776,0.0,72.0,normal,32.97290070851644,32.97290070851644
