epoch,training_mode,mean_epoch_loss,total_loss,field_loss,acoustic_loss,temperature_loss,smoothness_loss,physics_residual_loss
1.0,direct_point_field,1.0025132894515991,1.0025132894515991,1.0025132894515991,0.0,0.0,0.0,0.0
