field_loss,acoustic_loss,temperature_loss,smoothness_loss,physics_residual_loss,epoch,training_mode,mean_epoch_loss,total_loss
0.0,12.631970405578613,162421.4921875,0.0143187684006989,0.0,1.0,normal,16244.6767578125,16244.6767578125
0.0,12.549801349639893,162332.71875,0.01203862763941288,0.0,2.0,normal,16235.7822265625,16235.7822265625
0.0,12.450925350189209,163645.3046875,0.010279650799930096,0.0,3.0,normal,16367.02099609375,16367.02099609375
0.0,12.273780345916748,161272.359375,0.009123294148594141,0.0,4.0,normal,16129.6904296875,16129.6904296875
0.0,12.031491756439209,162528.1171875,0.00911427941173315,0.0,5.0,normal,16255.21875,16255.21875
0.0,11.508138179779053,161171.15625,0.011602550279349089,0.0,6.0,normal,16119.41796875,16119.41796875
0.0,10.334963321685791,161970.5234375,0.019282342866063118,0.0,7.0,normal,16199.12109375,16199.12109375
0.0,7.455049991607666,158934.3828125,0.04428398236632347,0.0,8.0,normal,15894.93212890625,15894.93212890625
0.0,3.9234687089920044,158982.4140625,0.07122604176402092,0.0,9.0,normal,15899.029296875,15899.029296875
0.0,0.9921699613332748,156575.5,0.08396056294441223,0.0,10.0,normal,15657.7529296875,15657.7529296875
0.0,0.40088685508817434,153747.3984375,0.08925474807620049,0.0,11.0,normal,15374.8251953125,15374.8251953125
0.0,5.324304461479187,149536.28125,0.09027775749564171,0.0,12.0,normal,14954.69775390625,14954.69775390625
0.0,17.505807399749756,144304.4140625,0.09365726634860039,0.0,13.0,normal,14433.947265625,14433.947265625
0.0,38.902469635009766,136484.4296875,0.09512432664632797,0.0,14.0,normal,13656.228515625,13656.228515625
0.0,70.14978408813477,125915.71484375,0.09812814742326736,0.0,15.0,normal,12605.6064453125,12605.6064453125
0.0,108.99767303466797,112908.765625,0.09538895264267921,0.0,16.0,normal,11312.681640625,11312.681640625
0.0,145.00035095214844,96662.51171875,0.09134813770651817,0.0,17.0,normal,9695.25634765625,9695.25634765625
0.0,165.39849090576172,75333.884765625,0.08382129296660423,0.0,18.0,normal,7566.472900390625,7566.472900390625
0.0,144.59829711914062,52565.63671875,0.0723341703414917,0.0,19.0,normal,5285.487060546875,5285.487060546875
0.0,74.88427352905273,28785.455078125,0.06402222998440266,0.0,20.0,normal,2893.5255126953125,2893.5255126953125
0.0,7.268550992012024,9366.41845703125,0.06017455831170082,0.0,21.0,normal,938.0986022949219,938.0986022949219
0.0,78.79705810546875,5038.788330078125,0.058263473212718964,0.0,22.0,normal,519.6411590576172,519.6411590576172
0.0,127.3641471862793,15038.15576171875,0.058007145300507545,0.0,23.0,normal,1529.2913818359375,1529.2913818359375
