run_type,run_label,sample_id,node_id,x_m,y_m,x_norm,y_norm,target_temperature_k,predicted_temperature_k,error_k
transient,??,worker_01_case_0001_T0301p201K,135412,0.04960000142455101,0.016189487650990486,0.49600000685453405,0.809474400642687,301.1993103027344,311.05511474609375,9.855804443359375
transient,??,worker_01_case_0001_T0301p201K,141307,0.049800001084804535,0.01653589867055416,0.498000003427267,0.8267949520080153,301.1993103027344,311.4732666015625,10.273956298828125
transient,??,worker_01_case_0001_T0301p201K,125463,0.049300000071525574,0.016709104180336,0.49299999336898337,0.8354552276906795,301.19927978515625,311.29473876953125,10.095458984375
transient,??,worker_01_case_0001_T0301p201K,125446,0.050999999046325684,0.016882307827472687,0.5099999828636649,0.844115410241084,301.19927978515625,311.32684326171875,10.1275634765625
transient,??,worker_01_case_0001_T0301p201K,133967,0.04910000041127205,0.017055513337254524,0.4909999967962504,0.8527756859237482,301.19927978515625,311.16326904296875,9.9639892578125
transient,??,worker_01_case_0001_T0301p201K,185825,0.050050001591444016,0.017315320670604706,0.5005000084564089,0.8657660528816146,301.1992492675781,311.426025390625,10.226776123046875
transient,??,worker_01_case_0001_T0301p201K,227972,0.0502999983727932,0.017575128003954887,0.5029999762326482,0.8787564198394809,301.1992492675781,311.49432373046875,10.295074462890625
transient,??,worker_01_case_0001_T0301p201K,174653,0.05034999921917915,0.018181346356868744,0.5034999846890571,0.9090673381626756,301.1991882324219,311.053955078125,9.854766845703125
transient,??,worker_01_case_0001_T0301p201K,228444,0.049400001764297485,0.018441153690218925,0.49400001028180107,0.922057705120542,301.1991882324219,311.20892333984375,10.009735107421875
transient,??,worker_01_case_0001_T0301p201K,228317,0.04975000023841858,0.01852775737643242,0.4974999949708582,0.9263878895280039,301.19915771484375,311.15521240234375,9.9560546875
transient,??,worker_01_case_0001_T0301p201K,203305,0.04975000023841858,0.018700961023569107,0.4974999949708582,0.9350480720784085,301.19915771484375,311.27423095703125,10.0750732421875
transient,??,worker_01_case_0001_T0301p201K,175349,0.04924999922513962,0.018874166533350945,0.4924999849125745,0.9437083477610725,301.19915771484375,311.43780517578125,10.2386474609375
transient,??,worker_01_case_0001_T0301p201K,127172,0.05079999938607216,0.018960770219564438,0.5079999862909319,0.9480385321685344,301.19915771484375,310.974609375,9.77545166015625
transient,??,worker_01_case_0001_T0301p201K,213750,0.051249999552965164,0.01922057755291462,0.5124999878928067,0.9610288991264008,301.1991271972656,311.24969482421875,10.050567626953125
transient,??,worker_01_case_0001_T0301p201K,143498,0.05050000175833702,0.0194803848862648,0.5050000100582837,0.9740192660842671,301.1990966796875,311.42193603515625,10.22283935546875
transient,??,worker_01_case_0001_T0301p201K,138033,0.050200000405311584,0.01965359039604664,0.501999996572733,0.9826795417669313,301.1990966796875,311.4442138671875,10.2451171875
transient,??,worker_01_case_0001_T0301p201K,152253,0.05034999921917915,0.019740192219614983,0.5034999846890571,0.9870096330421336,301.1990966796875,311.6837158203125,10.484619140625
transient,??,worker_01_case_0001_T0301p201K,2254,0.05000000074505806,0.019999999552965164,0.5,1.0,301.1990661621094,311.28802490234375,10.088958740234375
steady,??,worker_01_case_0001_T0301p201K,256,0.05000000074505806,0.0,0.5,0.0,301.2012023925781,303.35540771484375,2.154205322265625
steady,??,worker_01_case_0001_T0301p201K,31296,0.04969888925552368,0.00016063015209510922,0.49698888514952533,0.00803150778427365,301.2012023925781,303.369140625,2.167938232421875
steady,??,worker_01_case_0001_T0301p201K,116764,0.049895357340574265,0.0003176228201482445,0.49895356597075513,0.015881141362383396,301.201171875,303.14459228515625,1.94342041015625
steady,??,worker_01_case_0001_T0301p201K,76321,0.050249531865119934,0.000561587221454829,0.5024953111634357,0.02807936170036409,301.201171875,302.93218994140625,1.73101806640625
