time_us,time_s,amplitude_raw_residual,amplitude_filtered_residual
-0.9996000000000009,-9.99600000000001e-07,0.017534480878899694,-0.05031627941440818
-0.9988000000000028,-9.988000000000028e-07,0.007115116499609053,-0.050363526720770026
-0.9980000000000011,-9.98000000000001e-07,0.014843964628800999,-0.05044181081995846
-0.997200000000003,-9.97200000000003e-07,0.04782025525399769,-0.0505515791056458
-0.9964000000000013,-9.964000000000012e-07,0.008638682597673475,-0.05069299562124178
-0.9956000000000031,-9.95600000000003e-07,0.019299956907235738,-0.05086593312690144
-0.9948000000000015,-9.948000000000015e-07,-0.020076109997796965,-0.05106996909511212
-0.9940000000000033,-9.940000000000033e-07,-0.021958136230635972,-0.051304385605444994
-0.9932000000000016,-9.932000000000016e-07,-0.009365149056154154,-0.05156817296477123
-0.9924000000000035,-9.924000000000034e-07,0.011962932128703585,-0.05186003683274086
-0.9916000000000018,-9.916000000000019e-07,0.009060317927581607,-0.05217840868186739
-0.9908000000000037,-9.908000000000037e-07,-0.017131902302466084,-0.052521459509886
-0.990000000000002,-9.90000000000002e-07,0.024838995965592914,-0.05288711678327543
-0.9892000000000039,-9.892000000000038e-07,0.023750126998416277,-0.053273084601369806
-0.9884000000000022,-9.88400000000002e-07,0.014698166347574815,-0.05367686704142055
-0.987600000000004,-9.876000000000039e-07,0.027054639016966087,-0.054095794576851756
-0.9868000000000023,-9.868000000000024e-07,-0.004766909733229907,-0.05452705333977084
-0.9860000000000042,-9.860000000000042e-07,-0.009016199485822551,-0.054967716832273826
-0.9852000000000061,-9.85200000000006e-07,-0.0032781242775218877,-0.0554147795200026
-0.9844000000000044,-9.844000000000043e-07,0.03288570139974861,-0.0558651916120424
-0.9836000000000027,-9.836000000000027e-07,-0.025075256473750807,-0.056315894259472456
-0.982800000000001,-9.82800000000001e-07,-0.05158618753280858,-0.05676385436650219
-0.9820000000000029,-9.820000000000028e-07,-0.015364155323512485,-0.057206098182206566
-0.9812000000000012,-9.81200000000001e-07,-0.004199476122095702,-0.05763974285710261
-0.980400000000003,-9.80400000000003e-07,-0.018399079242707783,-0.05806202525020599
-0.9796000000000014,-9.796000000000014e-07,-0.02453351970280304,-0.05847032743954353
-0.9788000000000032,-9.788000000000032e-07,-0.02605438808827698,-0.058862198556954674
-0.9780000000000015,-9.780000000000015e-07,-0.023265916000588305,-0.059235372707429575
-0.9772000000000034,-9.772000000000033e-07,-0.015552400622993678,-0.05958778286859794
-0.9764000000000017,-9.764000000000016e-07,-0.01633604732421312,-0.05991757082057516
-0.9756000000000036,-9.756000000000036e-07,0.017368807944841247,-0.06022309331991432
-0.9748000000000019,-9.748000000000019e-07,0.0071254805879982785,-0.06050292487261877
-0.9740000000000038,-9.740000000000037e-07,-0.012612734828797767,-0.06075585754669597
-0.9732000000000021,-9.73200000000002e-07,-0.007645671282709876,-0.06098089827594543
-0.9724000000000039,-9.724000000000038e-07,-0.023812621434744108,-0.06117726406026616
-0.9716000000000022,-9.716000000000023e-07,0.007727268079515848,-0.06134437541325966
-0.9708000000000041,-9.708000000000041e-07,-0.039816596365310486,-0.06148184838832519
-0.9700000000000024,-9.700000000000024e-07,0.018312732154837863,-0.06158948553538647
-0.9692000000000043,-9.692000000000042e-07,0.005122499390073421,-0.06166726618119921
-0.9684000000000026,-9.684000000000025e-07,-0.003973752467567537,-0.06171533646094108
-0.9676000000000045,-9.676000000000045e-07,0.01852979876916927,-0.06173399953058568
-0.9668000000000028,-9.668000000000028e-07,-0.00041739319232980687,-0.06172370634007607
-0.9660000000000046,-9.660000000000046e-07,0.002577354659227815,-0.06168504725156531
-0.965200000000003,-9.652000000000028e-07,0.0009757073763056456,-0.06161874466629995
-0.9644000000000013,-9.644000000000013e-07,-0.036453451052662234,-0.061525646699999374
-0.9635999999999996,-9.635999999999995e-07,0.022968324485741265,-0.06140672184186149
-0.9628000000000014,-9.628000000000014e-07,0.0017065429707808222,-0.0612630544660952
-0.9620000000000033,-9.620000000000032e-07,0.012833317055077509,-0.06109584103384192
-0.9612000000000016,-9.612000000000015e-07,-0.04018045192516617,-0.06090638679339377
-0.9604000000000035,-9.604000000000033e-07,0.011442914199132515,-0.060696102729298144
-0.9596000000000018,-9.596000000000018e-07,-0.022548142207093058,-0.06046650244444252
-0.9588000000000036,-9.588000000000036e-07,-0.016363161590870867,-0.06021919862686919
-0.958000000000002,-9.580000000000019e-07,-0.008915972697615127,-0.05995589877067982
