time_us,time_s,amplitude_raw_residual,amplitude_filtered_residual
-0.9995999999999974,-9.995999999999974e-07,0.06431411155183026,-0.02153912928391706
-0.9987999999999992,-9.987999999999992e-07,-0.006041020899582195,-0.02116413916623338
-0.9979999999999976,-9.979999999999975e-07,-0.011947071218524064,-0.020826503602202014
-0.9971999999999994,-9.971999999999993e-07,0.007834937601051806,-0.020529046521693857
-0.9963999999999977,-9.963999999999978e-07,0.0749748818487071,-0.02027424077241346
-0.9955999999999996,-9.955999999999996e-07,0.04771304556236483,-0.02006417713553091
-0.9947999999999979,-9.947999999999979e-07,0.047615072966055605,-0.019900538368126976
-0.9939999999999998,-9.939999999999997e-07,0.016715122340034194,-0.01978457882374634
-0.9932000000000016,-9.932000000000016e-07,-0.006287317537134018,-0.019717109963473416
-0.9924,-9.923999999999998e-07,0.030645818300351402,-0.019698491785232836
-0.9915999999999983,-9.915999999999983e-07,-0.060580102480869424,-0.01972862997960198
-0.9907999999999966,-9.907999999999965e-07,0.02458432763175966,-0.019806978526670904
-0.9899999999999984,-9.899999999999984e-07,0.031195559775992643,-0.01993254748071599
-0.9891999999999967,-9.891999999999966e-07,0.0523618197964979,-0.020103915807564043
-0.9883999999999986,-9.883999999999987e-07,0.019388701991944146,-0.020319249262401952
-0.9875999999999969,-9.87599999999997e-07,0.04534510375591927,-0.02057632332765323
-0.9867999999999988,-9.867999999999988e-07,0.028424167304174852,-0.02087255113284396
-0.9859999999999971,-9.85999999999997e-07,0.006615276289152927,-0.02120501609376351
-0.985199999999999,-9.851999999999988e-07,0.03184124061706972,-0.021570508803939965
-0.9843999999999973,-9.843999999999973e-07,-0.020231926561462832,-0.02196556753231469
-0.9835999999999991,-9.835999999999991e-07,0.005559028474396488,-0.022386521552396087
-0.9827999999999975,-9.827999999999974e-07,0.022410297786959188,-0.022829536466066593
-0.9819999999999993,-9.819999999999992e-07,-0.007271008142750113,-0.023290660690520534
-0.9811999999999976,-9.811999999999975e-07,0.01808920738609604,-0.023765872326713983
-0.9803999999999995,-9.803999999999995e-07,-0.012644279896422583,-0.024251125686436843
-0.9795999999999978,-9.795999999999978e-07,0.013797598834349,-0.024742396804036546
-0.9787999999999997,-9.787999999999996e-07,0.023438240144488087,-0.02523572730516728
-0.977999999999998,-9.779999999999979e-07,-0.027652253043815134,-0.025727266055843752
-0.9771999999999998,-9.771999999999997e-07,-0.027923645515732898,-0.02621330806451786
-0.9763999999999982,-9.763999999999982e-07,0.013407044617401553,-0.026690330164290954
-0.9756,-9.756e-07,0.0022406248203948875,-0.0271550230937875
-0.9747999999999983,-9.747999999999983e-07,0.05818514675143199,-0.02760431973597121
-0.9740000000000002,-9.740000000000001e-07,0.010367309520126489,-0.028035419411972323
-0.9731999999999985,-9.731999999999984e-07,-0.0275029123870858,-0.028445808182321022
-0.9723999999999968,-9.723999999999968e-07,-0.001972326829191462,-0.02883327505930207
-0.9715999999999951,-9.71599999999995e-07,0.013629102259772763,-0.029195923948509395
-0.970799999999997,-9.70799999999997e-07,-0.01049026280845422,-0.029532181105355798
-0.9699999999999989,-9.699999999999988e-07,-0.03604813720798944,-0.029840797938508683
-0.9691999999999972,-9.691999999999972e-07,-0.020667908922311073,-0.030120849081752298
-0.968399999999999,-9.68399999999999e-07,0.027157044617401593,-0.030371725771135984
-0.9675999999999974,-9.675999999999973e-07,-0.026841125474722283,-0.03059312471932231
-0.9667999999999992,-9.667999999999992e-07,-0.011054236900910008,-0.030785032859922346
-0.9659999999999975,-9.659999999999974e-07,0.0005519121659891546,-0.030947708496878078
-0.9651999999999994,-9.651999999999992e-07,0.01769677971457667,-0.03108165952188815
-0.9643999999999977,-9.643999999999977e-07,0.049804352043157474,-0.031187619470488995
