time_us,time_s,amplitude_raw_residual,amplitude_filtered_residual
-0.9995999999999974,-9.995999999999974e-07,0.01975248535908869,-0.03988427345571442
-0.9987999999999992,-9.987999999999992e-07,0.0194180397970925,-0.039774380584722456
-0.9979999999999976,-9.979999999999975e-07,0.0031474845209165103,-0.039672939509905455
-0.9971999999999994,-9.971999999999993e-07,-0.048316096758976745,-0.03957977830150559
-0.9963999999999977,-9.963999999999978e-07,0.04026357723457369,-0.03949460064495031
-0.9955999999999996,-9.955999999999996e-07,0.01961309666576555,-0.03941699338696279
-0.9947999999999979,-9.947999999999979e-07,0.028868513541933483,-0.039346436775228116
-0.9939999999999998,-9.939999999999997e-07,0.021436708475325694,-0.039282317470799584
-0.9931999999999981,-9.93199999999998e-07,0.00023766961294185984,-0.03922394436042595
-0.9924,-9.923999999999998e-07,0.009460327108852806,-0.039170567065990834
-0.9915999999999983,-9.915999999999983e-07,0.04557896693366337,-0.03912139689518436
-0.9908000000000001,-9.908000000000001e-07,-0.02761112477422717,-0.039075629849886384
-0.9899999999999984,-9.899999999999984e-07,0.02878126274573506,-0.03903247120971413
-0.9892000000000003,-9.892000000000002e-07,0.04032106747705405,-0.03899116112044295
-0.9883999999999986,-9.883999999999987e-07,0.004305735484809503,-0.038951000533086096
-0.9876000000000005,-9.876000000000005e-07,-0.04661784747142805,-0.03891137675235183
-0.9868000000000023,-9.868000000000024e-07,-0.02630095835896884,-0.0388717877614821
-0.9860000000000007,-9.860000000000006e-07,0.05197670679898131,-0.03883186443773197
-0.985199999999999,-9.851999999999988e-07,-0.02851682862696664,-0.038791389819384944
-0.9843999999999973,-9.843999999999973e-07,-0.038365235829462385,-0.03875031471687665
-0.9835999999999991,-9.835999999999991e-07,0.025786550560378707,-0.03870876910034656
-0.9827999999999975,-9.827999999999974e-07,-0.03054952347651152,-0.03866706881478551
-0.9819999999999993,-9.819999999999992e-07,-0.024737922178695915,-0.03862571730639768
-0.9811999999999976,-9.811999999999975e-07,0.009540726146326006,-0.03858540220762094
-0.9803999999999995,-9.803999999999995e-07,-0.023654717906920364,-0.03854698680898919
