4.2138e-13,0.47781
2e-08,2.0172
4e-08,1.2576
6e-08,1.2374
8.0001e-08,1.2576
1e-07,2.0172
1.2e-07,1.197
1.4e-07,1.1364
1.6e-07,1.8758
1.8e-07,1.0152
2e-07,1.7546
2.2e-07,0.93437
2.4e-07,0.11417
2.6e-07,1.6536
2.8e-07,0.85356
3e-07,1.6334
3.2e-07,0.033359
3.4e-07,3.2536
3.6e-07,1.7344
3.8e-07,2.595
4e-07,2.696
4.2e-07,2.7768
4.4e-07,1.2374
4.6e-07,2.797
4.8e-07,1.2576
5e-07,1.2576
5.2e-07,1.2576
5.4e-07,-0.34239
5.6e-07,-0.34239
5.8e-07,1.2172
6e-07,1.2172
6.2e-07,1.2172
6.4e-07,1.2172
6.6e-07,1.2172
6.8e-07,0.43741
7e-07,1.2172
7.2e-07,1.197
7.4e-07,1.2172
7.6e-07,1.197
7.8e-07,1.2172
8e-07,1.197
8.2e-07,0.4172
8.4e-07,1.197
8.6e-07,0.4172
8.8e-07,0.4172
9e-07,1.997
9.2e-07,1.197
9.4e-07,1.197
9.6e-07,0.397
9.8e-07,1.197
1e-06,1.197
1.02e-06,1.197
1.04e-06,1.9768
1.06e-06,1.197
1.08e-06,1.9768
1.1e-06,0.397
1.12e-06,1.9768
1.14e-06,1.197
1.16e-06,0.397
1.18e-06,1.9768
1.2e-06,1.1768
1.22e-06,1.1768
1.24e-06,1.1768
1.26e-06,1.1768
1.28e-06,0.397
1.3e-06,1.1768
1.32e-06,1.1768
1.34e-06,1.1768
1.36e-06,1.1768
1.38e-06,1.1768
1.4e-06,1.1768
1.42e-06,1.1768
1.44e-06,1.1768
1.46e-06,1.1768
1.48e-06,1.1768
1.5e-06,1.1768
1.52e-06,1.1768
1.54e-06,1.1768
1.56e-06,1.1768
1.58e-06,1.1768
1.6e-06,1.1768
1.62e-06,1.1768
1.64e-06,1.1768
1.66e-06,1.1768
1.68e-06,1.1768
1.7e-06,1.9566
1.72e-06,1.1768
1.74e-06,1.1566
1.76e-06,1.9566
1.78e-06,1.9566
1.8e-06,1.1768
1.82e-06,1.9566
1.84e-06,0.3768
1.86e-06,0.3768
1.88e-06,1.9566
1.9e-06,0.3768
1.92e-06,1.1768
1.94e-06,1.9566
1.96e-06,0.3768
1.98e-06,0.3768
2e-06,1.1566
2.02e-06,1.1566
2.04e-06,0.3768
2.06e-06,1.1566
2.08e-06,1.1566
2.1e-06,0.3566
2.12e-06,1.1566
2.14e-06,1.1566
2.16e-06,1.9364
2.18e-06,1.1566
2.2e-06,1.1364
2.22e-06,1.9364
2.24e-06,1.1364
2.26e-06,1.9364
2.28e-06,0.3566
2.3e-06,0.3566
2.32e-06,1.9162
2.34e-06,0.3566
2.36e-06,1.9364
2.38e-06,1.1364
2.4e-06,0.3566
2.42e-06,1.1364
2.44e-06,1.1364
2.46e-06,1.1364
2.48e-06,1.1364
2.5e-06,1.1364
2.52e-06,1.1364
2.54e-06,1.1364
2.56e-06,1.1364
2.58e-06,1.9162
2.6e-06,1.1364
2.62e-06,1.9162
2.64e-06,0.3566
2.66e-06,1.9162
2.68e-06,1.1364
2.7e-06,1.1364
2.72e-06,1.1364
2.74e-06,1.1364
2.76e-06,1.1364
2.78e-06,1.1364
2.8e-06,1.1364
2.82e-06,1.9162
2.84e-06,1.1364
2.86e-06,1.1364
2.88e-06,1.1364
2.9e-06,0.33639
2.92e-06,1.1364
2.94e-06,1.9162
2.96e-06,1.9162
2.98e-06,1.9162
3e-06,0.33639
3.02e-06,1.1364
3.04e-06,1.1364
3.06e-06,2.696
3.08e-06,0.33639
3.1e-06,-0.4434
3.12e-06,-1.203
3.14e-06,-1.9828
3.16e-06,-1.1828
3.18e-06,-1.1626
3.2e-06,0.43741
3.22e-06,1.2172
3.24e-06,2.7768
3.26e-06,5.896
3.28e-06,8.2556
3.3e-06,8.995
3.32e-06,9.7344
3.34e-06,9.694
3.36e-06,7.2738
3.38e-06,8.0536
3.4e-06,5.896
3.42e-06,-15.025
3.44e-06,-15.854
3.46e-06,-22.597
3.48e-06,-23.498
3.5e-06,-22.738
3.52e-06,-22.738
3.54e-06,-26.637
3.56e-06,-33.656
3.58e-06,-21.373
3.6e-06,18.87
3.62e-06,19.092
3.64e-06,16.033
3.66e-06,13.694
3.68e-06,9.7748
3.7e-06,8.2152
3.72e-06,7.4152
3.74e-06,8.1344
3.76e-06,11.993
3.78e-06,21.472
3.8e-06,-29.87
3.82e-06,-53.15
3.84e-06,-51.591
3.86e-06,-49.251
3.88e-06,-44.573
3.9e-06,-44.593
3.92e-06,-43.013
3.94e-06,-43.013
3.96e-06,-33.413
3.98e-06,31.346
4e-06,41.726
4.02e-06,46.445
4.04e-06,48.025
4.06e-06,48.825
4.08e-06,49.605
4.1e-06,47.985
4.12e-06,52.724
4.14e-06,38.324
4.16e-06,-12.815
4.18e-06,-34.375
4.2e-06,-38.314
4.22e-06,-40.674
4.24e-06,-42.233
4.26e-06,-45.373
4.28e-06,-46.153
4.3e-06,-41.312
4.32e-06,-10.892
4.34e-06,3.4879
4.36e-06,15.447
4.38e-06,20.227
4.4e-06,20.187
4.42e-06,20.126
4.44e-06,14.486
4.46e-06,9.6051
4.48e-06,5.5243
4.5e-06,3.904
4.52e-06,7.8636
4.54e-06,11.864
4.56e-06,15.904
4.58e-06,21.504
4.6e-06,23.144
4.62e-06,23.985
4.64e-06,20.845
4.66e-06,16.866
4.68e-06,4.1465
4.7e-06,-8.6131
4.72e-06,-23.013
4.74e-06,-35.813
4.76e-06,-40.613
4.78e-06,-41.433
4.8e-06,-40.654
4.82e-06,-40.674
4.84e-06,-35.134
4.86e-06,-15.195
4.88e-06,3.1849
4.9e-06,21.585
4.92e-06,38.344
4.94e-06,48.704
4.96e-06,50.304
4.98e-06,49.504
5e-06,43.904
5.02e-06,29.544
5.04e-06,15.944
5.06e-06,-0.015142
5.08e-06,-16.015
5.1e-06,-28.815
5.12e-06,-34.375
5.14e-06,-36.734
5.16e-06,-37.514
5.18e-06,-35.894
5.2e-06,-23.914
5.22e-06,-11.914
5.24e-06,1.6859
5.26e-06,12.106
5.28e-06,17.746
5.3e-06,21.706
5.32e-06,20.886
5.34e-06,17.666
5.36e-06,12.845
5.38e-06,7.2253
5.4e-06,-0.77474
5.42e-06,-6.4353
5.44e-06,-9.696
5.46e-06,-9.7364
5.48e-06,-6.5768
5.5e-06,-1.7768
5.52e-06,2.2636
5.54e-06,7.0636
5.56e-06,11.064
5.58e-06,13.484
5.6e-06,13.524
5.62e-06,10.385
5.64e-06,5.6455
5.66e-06,0.065668
5.68e-06,-7.9141
5.7e-06,-12.714
5.72e-06,-15.114
5.74e-06,-17.494
5.76e-06,-17.494
5.78e-06,-12.734
5.8e-06,-9.5343
5.82e-06,-1.5747
5.84e-06,5.6051
5.86e-06,9.6051
5.88e-06,15.185
5.9e-06,16.765
5.92e-06,16.744
5.94e-06,15.104
5.96e-06,11.104
5.98e-06,6.2838
6e-06,-0.89595
6.02e-06,-5.7162
6.04e-06,-10.516
6.06e-06,-11.336
6.08e-06,-12.896
6.1e-06,-10.496
6.12e-06,-8.0555
6.14e-06,-4.0353
